obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,AccH2O_des,CO2_hrs,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
493,1718983069,6733.9,20240621 10:17:49,10:17:49,5,2803,ozzie,1718983061,0.002123434,2.123433701,4.485092623,335.0036154,257.3582378,25.4734979,33.15889152,0.107226649,2.909845545,0.105078939,0.065863717,321.5203535,33.50184649,33.50184649,5.196324994,68.12957856,3.281787256,4.816978655,1.914537737,-93.64342619,-211.3778465,-16.60868144,-0.109600715,-16.04520531,2.122836885,4.485092623,310.7751804,322.4010364,-3.404084706,64.77389267,2.123433701,30.69399823,33.15742545,7.27E-06,121.5171352,4,1,1,0,51574,2000.029231,1681.224392,0.84059991,0.160757827,6,0.5,0: Broadleaf,2,TRUE,1718983061,335.0036154,316.6037692,33.15583077,30.69302308,338.2503846,32.7709,500.0274615,98.88066923,0.100028292,32.15442308,32.32505385,999.9,0,0,10000.03615,0,28.84846154,18.39971538,346.4918462,326.629,2.462833077,316.6037692,30.69302308,3.278471538,3.034945385,25.51420769,24.22088462,2000.029231,0.980004308,0.019995954,0,2.123730769,0,30666.17692,17404.11538,40.187,40.49515385,39.687,39.562,39.875,1960.034615,39.99461538,0,1718983038,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,17.951545,10.11340602,1.014085659,0,2.4632615,-0.009884662,0.001925337,1,1,2,2-Jan,3.13195,2.77799,0.0772188,0.0728507,0.141207,0.133889,34605.3,37320.7,33943.2,36496.2,41146.3,45330.5,52983.2,58306.5,1.9197,1.89887,0.144817,0,29.9894,999.9,71.334,30.706,32.0045,60.1359,48.2212,1,0.129446,0,20.1598,5.19662,12.0099,4.97455,3.29388,9999,9999,999.9,9999,1.8631,1.86783,1.86752,1.86888,1.86965,1.86568,1.86673,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.21,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34614.5,34614.3,0.718994,2.61719,1.54785,2.27295,1.64673,2.36694,34.3952,14.5523,18,488.954,468.451,30.4686,29.0781,30.0001,29.0059,28.9493,14.3717,0,100,-999.9,265.058,33.3925,96.2897,94.4833,NA
494,1718983074,6738.9,20240621 10:17:54,10:17:54,5,2803,ozzie,1718983066,0.00212549,2.125489677,4.070164495,318.8086154,247.9010015,24.53735605,31.55582454,0.10727883,2.908379474,0.105127992,0.065894647,321.5167932,33.50548488,33.50548488,5.197383514,68.11823123,3.281902845,4.817950768,1.915480669,-93.73409476,-211.2821918,-16.61012111,-0.109614543,-16.40022204,2.122696405,4.070164495,294.0773662,305.7813394,-3.317779168,64.77389267,2.125489677,30.69622187,33.1619297,2.25E-05,121.5171352,4,1,1,0,51116,2000.006923,1681.205654,0.840599917,0.16075784,6,0.5,0: Broadleaf,2,TRUE,1718983066,318.8086154,299.9410769,33.15707692,30.69438462,322.0326154,32.77213846,500.0171538,98.88038462,0.100078962,32.15799231,32.33237692,999.9,0,0,9991.679231,0,28.79881538,18.86740769,329.7418462,309.4391538,2.462702308,299.9410769,30.69438462,3.278585385,3.035072308,25.51478462,24.22157692,2000.006923,0.980004077,0.019996185,0,2.229561538,0,30662.13846,17403.90769,40.187,40.5,39.687,39.562,39.875,1960.012308,39.99461538,0,1718983043,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,18.5528381,6.074774026,0.663396463,0,2.463112857,-0.001224935,0.001800193,1,1,2,2-Jan,3.13203,2.77802,0.073923,0.0692534,0.141216,0.133893,34729.1,37465.5,33943.5,36496.2,41145.7,45329.9,52983.5,58306.4,1.91987,1.89855,0.145301,0,29.9959,999.9,71.31,30.696,31.9771,60.6259,48.1891,1,0.129492,0,20.1597,5.19737,12.0099,4.9747,3.29395,9999,9999,999.9,9999,1.8631,1.86783,1.86752,1.86888,1.86966,1.86569,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.186,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34614.6,34614.4,0.687256,2.63428,1.54785,2.27173,1.64673,2.28638,34.3952,14.5436,18,489.083,468.268,30.4713,29.08,30.0002,29.0077,28.9517,13.7396,0,100,-999.9,251.613,33.3925,96.2902,94.4833,NA
495,1718983079,6743.9,20240621 10:17:59,10:17:59,5,2803,ozzie,1718983071,0.002123909,2.123908531,3.963256723,302.5424615,233.6624248,23.12786444,29.94559799,0.107129838,2.9103026,0.104986293,0.06580545,321.5128537,33.51004307,33.51004307,5.198709899,68.10305365,3.282099218,4.819312853,1.916610681,-93.6643662,-211.3525801,-16.60545351,-0.109546155,-16.77210128,2.123577114,3.963256723,276.4511943,288.7492606,-3.40930218,64.77389267,2.123908531,30.69687774,33.16104182,-2.38E-06,121.5171352,4,1,1,0,51313,1999.983077,1681.185554,0.84059989,0.160757787,6,0.5,0: Broadleaf,2,TRUE,1718983071,302.5424615,283.1871538,33.15927692,30.69551538,305.7433077,32.77433846,500.0063846,98.87987692,0.099941762,32.16299231,32.34423846,999.9,0,0,10002.73154,0,28.73515385,19.35525385,312.9186923,292.1550769,2.463760769,283.1871538,30.69551538,3.278786154,3.035168462,25.51581538,24.22210769,1999.983077,0.980005,0.0199953,0,2.171015385,0,30655.76154,17403.7,40.187,40.5,39.687,39.562,39.875,1959.990769,39.99230769,0,1718983048,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,19.12146,5.351106767,0.576106026,0,2.4631575,0.012864812,0.001367786,1,1,2,2-Jan,3.13191,2.77795,0.0704926,0.0657737,0.141216,0.13389,34857.6,37605.7,33943.4,36496.4,41145.2,45329.9,52983.3,58306.8,1.9198,1.8983,0.145227,0,30.0037,999.9,71.334,30.706,32.0041,60.3959,48.2692,1,0.129761,0,20.1597,5.19707,12.0099,4.97475,3.294,9999,9999,999.9,9999,1.8631,1.86783,1.86752,1.86888,1.86966,1.86569,1.86675,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.163,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34614.7,34614.5,0.651855,2.61841,1.54785,2.27295,1.64673,2.39014,34.3952,14.5523,18,489.055,468.128,30.4739,29.0825,30.0004,29.0102,28.9536,13.0235,0,100,-999.9,231.474,33.3925,96.2899,94.4838,NA
496,1718983084,6748.9,20240621 10:18:04,10:18:04,5,2803,ozzie,1718983076,0.002123744,2.12374406,3.51967277,286.2812308,224.4965084,22.2206744,28.33612897,0.107030325,2.910046551,0.104890533,0.065745272,321.5125973,33.51598882,33.51598882,5.200440488,68.08370974,3.282242995,4.820893291,1.918197494,-93.65711302,-211.3568514,-16.60820694,-0.109574055,-16.97677708,2.124061107,3.51967277,259.7178677,272.1310061,-3.323345407,64.77389267,2.12374406,30.6961757,33.16020848,-8.88E-06,121.5171352,4,1,1,0,51589,1999.982308,1681.184838,0.840599855,0.160757721,6,0.5,0: Broadleaf,2,TRUE,1718983076,286.2812308,266.6390769,33.16065385,30.69633846,289.4586154,32.77571538,500.0072308,98.88006923,0.099975308,32.16879231,32.35351538,999.9,0,0,10001.24692,0,28.67363077,19.64222308,296.1002308,275.0831538,2.464314615,266.6390769,30.69633846,3.278928462,3.035255385,25.51655385,24.22259231,1999.982308,0.980006154,0.019994185,0,2.248807692,0,30646.63846,17403.70769,40.187,40.5,39.687,39.562,39.875,1959.992308,39.99,0,1718983053,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,19.48813333,3.910963636,0.47302485,0,2.46403,0.007854545,0.000986258,1,1,2,2-Jan,3.1319,2.77802,0.0670432,0.0619779,0.141209,0.133889,34986.7,37758.1,33943.1,36496.1,41144.9,45329.1,52983,58306.2,1.91995,1.89802,0.144482,0,30.0109,999.9,71.334,30.706,32.006,59.9559,48.145,1,0.129903,0,20.1598,5.19737,12.0099,4.9747,3.29398,9999,9999,999.9,9999,1.8631,1.86783,1.86752,1.86884,1.86965,1.86568,1.86675,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.138,0.385,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34614.8,34614.6,0.621338,2.63062,1.54785,2.27295,1.64673,2.31689,34.418,14.5436,18,489.173,467.977,30.4765,29.0843,30.0004,29.0127,28.956,12.4127,0,100,-999.9,218.021,33.3925,96.2893,94.483,NA
497,1718983089,6753.9,20240621 10:18:09,10:18:09,5,2803,ozzie,1718983081,0.002124681,2.124681054,3.386229725,269.9964615,210.6900811,20.85411882,26.72426847,0.106969193,2.908187438,0.104830481,0.065707644,321.5129656,33.52269331,33.52269331,5.202392519,68.06056738,3.28226894,4.822570641,1.920123579,-93.6984345,-211.3081562,-16.61604307,-0.109668194,-17.3215232,2.12440106,3.386229725,242.0253607,255.0424667,-3.410454902,64.77389267,2.124681054,30.69563025,33.1605503,3.04E-06,121.5171352,4,1,1,0,51282,1999.984615,1681.186777,0.840599855,0.160757719,6,0.5,0: Broadleaf,2,TRUE,1718983081,269.9964615,249.8999231,33.16090769,30.69628462,273.1498462,32.77597692,500.0246923,98.88002308,0.100046192,32.17494615,32.35980769,999.9,0,0,9990.617692,0,28.61953077,20.09667692,279.2571538,257.8138462,2.464624615,249.8999231,30.69628462,3.278952308,3.035248462,25.51667692,24.22255385,1999.984615,0.980006231,0.019994169,0,2.285246154,0,30634.78462,17403.73077,40.187,40.5,39.687,39.562,39.875,1959.994615,39.99,0,1718983058,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,19.87688,5.153702256,0.571619254,0,2.464461,0.003089323,0.000788973,1,1,2,2-Jan,3.13197,2.77795,0.0634772,0.0584145,0.141207,0.133886,35120.4,37901.2,33943.1,36495.8,41144.7,45328.3,52983,58305.5,1.91945,1.89813,0.144742,0,30.0167,999.9,71.31,30.726,32.0303,60.2359,48.3293,1,0.129975,0,20.1596,5.19662,12.0099,4.9743,3.2939,9999,9999,999.9,9999,1.8631,1.86783,1.86752,1.86888,1.86966,1.86567,1.86675,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.113,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34614.8,34614.7,0.588379,2.62207,1.54785,2.27295,1.64673,2.34009,34.3952,14.5436,18,488.87,468.059,30.4792,29.0862,30,29.015,28.9585,11.7051,0,100,-999.9,197.843,33.3925,96.2893,94.4819,NA
498,1718983094,6758.9,20240621 10:18:14,10:18:14,5,2803,ozzie,1718983086,0.00212384,2.123840068,2.865852356,253.7623077,202.7090606,20.06413085,25.11737823,0.106839514,2.908035256,0.104705819,0.065629292,321.5132112,33.52772119,33.52772119,5.203856822,68.04140114,3.282225093,4.823864644,1.921631729,-93.66134701,-211.3412685,-16.62031321,-0.109717524,-17.49076931,2.124286621,2.865852356,225.6017452,238.6387939,-3.286811733,64.77389267,2.123840068,30.69610669,33.16006667,3.08E-17,121.5171352,4,1,1,0,51394,1999.986154,1681.188069,0.840599854,0.160757719,6,0.5,0: Broadleaf,2,TRUE,1718983086,253.7623077,233.4213846,33.16050769,30.69603077,256.8913077,32.77556923,500.0276154,98.8799,0.100040954,32.17969231,32.36396923,999.9,0,0,9989.76,0,28.58665385,20.34099231,262.4659231,240.8133846,2.464483077,233.4213846,30.69603077,3.278907692,3.035219231,25.51645385,24.22239231,1999.986154,0.980006231,0.019994169,0,2.312223077,0,30619.68462,17403.74615,40.187,40.5,39.687,39.562,39.875,1959.996154,39.99,0,1718983063,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,20.20629048,3.265332468,0.420406913,0,2.464514762,-0.002510649,0.000662676,1,1,2,2-Jan,3.13193,2.77802,0.0599122,0.0545564,0.141206,0.133887,35254.1,38056.5,33943.2,36495.8,41144.5,45328,52983.2,58305.8,1.91965,1.89802,0.144929,0,30.0245,999.9,71.31,30.726,32.0291,60.4559,48.0208,1,0.130234,0,20.1597,5.19782,12.0099,4.9748,3.294,9999,9999,999.9,9999,1.8631,1.86783,1.86752,1.86889,1.86965,1.86567,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.089,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34614.9,34614.7,0.552979,2.63428,1.54785,2.27295,1.64673,2.33643,34.418,14.5436,18,489.02,468.016,30.4818,29.0887,30.0003,29.0174,28.961,11.0526,0,100,-999.9,184.34,33.3925,96.2896,94.4822,NA
499,1718983099,6763.9,20240621 10:18:19,10:18:19,5,2803,ozzie,1718983091,0.00212306,2.123060175,2.733820391,237.576,188.9643353,18.70361153,23.51517395,0.106711842,2.908240083,0.104583336,0.065552287,321.5141933,33.53263012,33.53263012,5.205286823,68.02103935,3.282131831,4.825171538,1.923154993,-93.6269537,-211.3744378,-16.62254182,-0.109739977,-17.78774486,2.123729063,2.733820391,208.292759,221.8294606,-3.353517062,64.77389267,2.123060175,30.69594992,33.15901394,-1.61E-06,121.5171352,4,1,1,0,51598,1999.992308,1681.193238,0.840599852,0.160757715,6,0.5,0: Broadleaf,2,TRUE,1718983091,237.576,216.8373846,33.15968462,30.69586154,240.6803846,32.77474615,500.0294615,98.87952308,0.100062185,32.18448462,32.36693846,999.9,0,0,9990.969231,0,28.55907692,20.73863846,245.7241538,223.7042308,2.46382,216.8373846,30.69586154,3.278813077,3.035191538,25.51596923,24.22224615,1999.992308,0.980006231,0.019994162,0,2.358607692,0,30602.6,17403.79231,40.187,40.5,39.687,39.562,39.875,1960.002308,39.99,0,1718983068,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,20.4456381,4.236187013,0.497508776,0,2.464245238,-0.007146234,0.000915125,1,1,2,2-Jan,3.13191,2.77808,0.056236,0.0507626,0.141205,0.133887,35391.4,38208.8,33942.7,36495.4,41143.7,45327.3,52982.5,58305.4,1.91917,1.89837,0.143938,0,30.031,999.9,71.334,30.706,32.0045,60.5859,48.4095,1,0.13044,0,20.1596,5.19692,12.0099,4.9746,3.29395,9999,9999,999.9,9999,1.8631,1.86783,1.86752,1.86886,1.86966,1.86567,1.86673,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.064,0.385,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34615,34614.8,0.52124,2.62817,1.54785,2.27295,1.64673,2.36816,34.418,14.5436,18,488.733,468.253,30.4845,29.0912,30.0004,29.0199,28.9634,10.3371,0,100,-999.9,164.123,33.3925,96.2883,94.4815,NA
500,1718983104,6768.9,20240621 10:18:24,10:18:24,5,2803,ozzie,1718983096,0.002123618,2.123617762,2.305859231,221.4866154,179.795656,17.79604723,21.92258899,0.106671566,2.909512625,0.104545559,0.065528459,321.5183675,33.53662721,33.53662721,5.206451455,68.00271651,3.282113822,4.826445164,1.924337633,-93.65154331,-211.3614975,-16.61496044,-0.109633768,-17.95078065,2.123609008,2.305859231,191.6520573,205.3962545,-3.289719343,64.77389267,2.123617762,30.69575017,33.15944485,-1.57E-06,121.5171352,4,1,1,0,51344,2000.018462,1681.215208,0.840599844,0.1607577,6,0.5,0: Broadleaf,2,TRUE,1718983096,221.4866154,200.5114615,33.1596,30.69593077,224.566,32.77465385,500.0324615,98.87924615,0.1000486,32.18915385,32.36998462,999.9,0,0,9998.275385,0,28.54103077,20.97516154,229.0828462,206.8613077,2.463663077,200.5114615,30.69593077,3.278794615,3.03519,25.51587692,24.22223077,2000.018462,0.980006462,0.019993923,0,2.343130769,0,30583.6,17404.02308,40.187,40.5,39.687,39.562,39.87976923,1960.028462,39.99,0,1718983073,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,20.86121905,3.105303896,0.38807758,0,2.46386,-0.00216,0.000675348,1,1,2,2-Jan,3.13195,2.77817,0.0525172,0.046695,0.141197,0.133881,35530.5,38372.6,33942.4,36495.6,41143.4,45327.1,52982.2,58305.3,1.91945,1.89788,0.144169,0,30.0369,999.9,71.31,30.726,32.0311,60.4159,48.0729,1,0.130747,0,20.1597,5.19782,12.0099,4.9747,3.29395,9999,9999,999.9,9999,1.8631,1.86783,1.86752,1.86886,1.86965,1.86567,1.86672,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.038,0.385,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34615.1,34614.9,0.483398,2.6416,1.54785,2.27295,1.64673,2.32544,34.418,14.5348,18,488.928,467.962,30.4873,29.0937,30.0002,29.0219,28.9658,9.65912,0,100,-999.9,150.583,33.3925,96.2876,94.4816,NA
501,1718983109,6773.9,20240621 10:18:29,10:18:29,5,2803,ozzie,1718983101,0.002119142,2.119141547,2.205490266,205.3952308,165.6192853,16.39282156,20.32980254,0.106343566,2.911346521,0.104231776,0.065331103,321.5188585,33.54201229,33.54201229,5.208020863,67.98070581,3.281980291,4.827811438,1.926040572,-93.45414223,-211.5539543,-16.62046093,-0.109698871,-18.3559466,2.122412923,2.205490266,174.114058,188.4832424,-3.388814276,64.77389267,2.119141547,30.6957299,33.15458,-1.76E-05,121.5171352,4,1,1,0,51579,2000.021538,1681.217792,0.840599844,0.160757698,6,0.5,0: Broadleaf,2,TRUE,1718983101,205.3952308,183.891,33.15836923,30.6959,208.4494615,32.77343077,499.995,98.87893846,0.100003108,32.19416154,32.37447692,999.9,0,0,10008.80154,0,28.52002308,21.50421538,212.4394615,189.7145385,2.462473846,183.891,30.6959,3.278664615,3.035178462,25.51519231,24.22216923,2000.021538,0.980006462,0.019993923,0,2.278353846,0,30563.61538,17404.05385,40.187,40.5,39.687,39.562,39.87976923,1960.031538,39.99,0,1718983078,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,21.14399048,5.832607792,0.620406156,0,2.463232857,-0.008487273,0.001322415,1,1,2,2-Jan,3.13178,2.77816,0.0486225,0.0426966,0.141186,0.133881,35676.2,38533.3,33942.1,36495.4,41143.2,45326.2,52981.7,58304.8,1.9195,1.8979,0.144307,0,30.0414,999.9,71.31,30.726,32.0304,60.6059,48.4936,1,0.130737,0,20.1596,5.19767,12.0099,4.9748,3.294,9999,9999,999.9,9999,1.8631,1.86783,1.86752,1.86884,1.86964,1.86569,1.86672,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.012,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34615.2,34615,0.450439,2.63672,1.54785,2.27295,1.64673,2.31934,34.418,14.5436,18,488.98,467.996,30.4901,29.0961,30.0002,29.0243,28.9682,8.93955,0,100,-999.9,130.25,33.3925,96.2867,94.4808,NA
502,1718983114,6778.9,20240621 10:18:34,10:18:34,5,2803,ozzie,1718983106,0.002117862,2.117862447,1.742948427,189.2791538,156.9445609,15.53417353,18.73461051,0.106195864,2.911753168,0.104090162,0.065242062,321.5149299,33.54638987,33.54638987,5.209296953,67.96098501,3.281815714,4.828970201,1.927481239,-93.39773391,-211.6041348,-16.62278457,-0.109723346,-18.56373839,2.120704883,1.742948427,157.5188661,171.9650909,-3.29070405,64.77389267,2.117862447,30.69709829,33.15424727,6.13E-07,121.5171352,4,1,1,0,51435,1999.996923,1681.197115,0.840599851,0.160757712,6,0.5,0: Broadleaf,2,TRUE,1718983106,189.2791538,167.4845385,33.15677692,30.69633077,192.3077692,32.77185385,500.0042308,98.8787,0.100031315,32.19840769,32.38046923,999.9,0,0,10011.15385,0,28.49571538,21.79461538,195.7704615,172.7886154,2.460463846,167.4845385,30.69633077,3.278500769,3.035213846,25.51435385,24.22236154,1999.996923,0.980006231,0.019994162,0,2.189515385,0,30542.60769,17403.83846,40.187,40.5,39.687,39.562,39.87976923,1960.006923,39.99,0,1718983083,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,21.59434762,4.311942857,0.509300535,0,2.461262381,-0.024032727,0.002835603,1,1,2,2-Jan,3.13188,2.77813,0.0447393,0.0383855,0.141182,0.133891,35821.3,38705.9,33941.6,36494.5,41142.4,45324.9,52980.9,58304.5,1.9195,1.89767,0.144862,0,30.046,999.9,71.31,30.726,32.0301,60.7959,48.2853,1,0.130968,0,20.1597,5.19767,12.0099,4.97495,3.294,9999,9999,999.9,9999,1.8631,1.86783,1.86752,1.86888,1.86966,1.86569,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-2.986,0.3849,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34615.2,34615.1,0.412598,2.65015,1.54785,2.27295,1.64551,2.32056,34.418,14.5348,18,489.001,467.877,30.4924,29.0985,30.0003,29.0268,28.9707,8.24408,0,100,-999.9,116.741,33.3925,96.2853,94.4796,NA
503,1718983119,6783.9,20240621 10:18:39,10:18:39,5,2803,ozzie,1718983111,0.002115052,2.115052241,1.543161084,173.1069231,144.2470351,14.27736512,17.13387553,0.105959892,2.912247626,0.103863786,0.065099739,321.5148072,33.55119724,33.55119724,5.210698641,67.93992798,3.281594864,4.830141805,1.929103778,-93.27380381,-211.7209355,-16.62987825,-0.10981042,-19.10851528,2.118154263,1.543161084,139.5754195,154.9207515,-3.419891448,64.77389267,2.115052241,30.69867916,33.15264,-3.36E-06,121.5171352,4,1,1,0,51324,1999.996154,1681.196469,0.840599851,0.160757713,6,0.5,0: Broadleaf,2,TRUE,1718983111,173.1069231,150.6166154,33.1546,30.69707692,176.1096154,32.76968462,499.998,98.87859231,0.099976692,32.2027,32.38943077,999.9,0,0,10013.99615,0,28.46082308,22.49032308,179.0433846,155.3866154,2.457546154,150.6166154,30.69707692,3.278282308,3.035283846,25.51323077,24.22275385,1999.996154,0.980006231,0.019994162,0,2.146484615,0,30522.22308,17403.83077,40.187,40.5,39.687,39.562,39.88930769,1960.006154,39.99,0,1718983089,0,0,--:--:--,1716906199,1716906210,0,-0.068,0.035,-3.593,0.215,377,19,0.01,0.02,22.03035714,6.804093506,0.769925915,0,2.459583333,-0.035537922,0.003746685,1,1,2,2-Jan,3.13184,2.77817,0.0406281,0.0340378,0.141184,0.133891,35975.1,38880.4,33941.3,36494.1,41142,45324,52981,58303.9,1.91912,1.89758,0.14443,0,30.0492,999.9,71.31,30.726,32.0316,60.5059,48.3454,1,0.131336,0,20.1596,5.19707,12.0099,4.9742,3.29395,9999,9999,999.9,9999,1.8631,1.86783,1.86752,1.8689,1.86965,1.86569,1.86673,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-2.959,0.385,-2.693314569,-0.001891345,7.78E-07,-7.51E-11,0.38493637,0,0,0,5,2309,1,24,34615.3,34615.2,0.379639,2.6416,1.54785,2.27295,1.64673,2.35229,34.418,14.5436,18,488.779,467.834,30.4943,29.1011,30.0002,29.0293,28.9731,7.50993,0,100,-999.9,96.4995,33.3925,96.2852,94.4787,NA
